DRXFDCD,DRXFCSD,DRXFCLD
58164510.0,"b'RICE, WHITE, WITH CHEESE AND/OR CREAM BASED SAUCE, NO ADDED'","b'Rice, white, with cheese and/or cream based sauce, no added fat'"
58164520.0,"b'RICE, WHITE, WITH CHEESE AND/OR CREAM BASED SAUCE, FAT ADDED'","b'Rice, white, with cheese and/or cream based sauce, fat added'"
58164530.0,"b'RICE, WHITE, WITH GRAVY, NS AS TO FAT'","b'Rice, white, with gravy, NS as to fat'"
58164540.0,"b'RICE, WHITE, WITH GRAVY, NO ADDED FAT'","b'Rice, white, with gravy, no added fat'"
58164550.0,"b'RICE, WHITE, WITH GRAVY, FAT ADDED'","b'Rice, white, with gravy, fat added'"
58164560.0,"b'RICE, WHITE, WITH SOY-BASED SAUCE, NS AS TO FAT'","b'Rice, white, with soy-based sauce, NS as to fat'"
58164570.0,"b'RICE, WHITE, WITH SOY-BASED SAUCE, NO ADDED FAT'","b'Rice, white, with soy-based sauce, no added fat'"
58164580.0,"b'RICE, WHITE, WITH SOY-BASED SAUCE, FAT ADDED'","b'Rice, white, with soy-based sauce, fat added'"
58164800.0,"b'RICE, BROWN, WITH CHEESE AND/OR CREAM BASED SAUCE, NS AS TO'","b'Rice, brown, with cheese and/or cream based sauce, NS as to fat'"
58164810.0,"b'RICE, BROWN, WITH CHEESE AND/OR CREAM BASED SAUCE, NO ADDED'","b'Rice, brown, with cheese and/or cream based sauce, no added fat'"
58164820.0,"b'RICE, BROWN, WITH CHEESE AND/OR CREAM BASED SAUCE, FAT ADDED'","b'Rice, brown, with cheese and/or cream based sauce, fat added'"
58164830.0,"b'RICE, BROWN, WITH GRAVY, NS AS TO FAT'","b'Rice, brown, with gravy, NS as to fat'"
58164840.0,"b'RICE, BROWN, WITH GRAVY, NO ADDED FAT'","b'Rice, brown, with gravy, no added fat'"
58164850.0,"b'RICE, BROWN, WITH GRAVY, FAT ADDED'","b'Rice, brown, with gravy, fat added'"
58164860.0,"b'RICE, BROWN, WITH SOY-BASED SAUCE, NS AS TO FAT'","b'Rice, brown, with soy-based sauce, NS as to fat'"
58164870.0,"b'RICE, BROWN, WITH SOY-BASED SAUCE, NO ADDED FAT'","b'Rice, brown, with soy-based sauce, no added fat'"
58164880.0,"b'RICE, BROWN, WITH SOY-BASED SAUCE, FAT ADDED'","b'Rice, brown, with soy-based sauce, fat added'"
58165000.0,"b'RICE, WHITE, WITH VEGETABLES, CHEESE AND/OR CREAM BASED SAUC'","b'Rice, white, with vegetables, cheese and/or cream based sauce, NS as to fat'"
58165010.0,"b'RICE, WHITE, WITH VEGETABLES, CHEESE AND/OR CREAM BASED SAUC'","b'Rice, white, with vegetables, cheese and/or cream based sauce, no added fat'"
58165020.0,"b'RICE, WHITE, WITH VEGETABLES, CHEESE AND/OR CREAM BASED SAUC'","b'Rice, white, with vegetables, cheese and/or cream based sauce, fat added'"
58165030.0,"b'RICE, WHITE, WITH VEGETABLES AND GRAVY, NS AS TO FAT'","b'Rice, white, with vegetables and gravy, NS as to fat'"
58165040.0,"b'RICE, WHITE, WITH VEGETABLES AND GRAVY, NO ADDED FAT'","b'Rice, white, with vegetables and gravy, no added fat'"
58165050.0,"b'RICE, WHITE, WITH VEGETABLES AND GRAVY, FAT ADDED'","b'Rice, white, with vegetables and gravy, fat added'"
58165060.0,"b'RICE, WHITE, WITH VEGETABLES, SOY-BASED SAUCE, NS AS TO FAT'","b'Rice, white, with vegetables, soy-based sauce, NS as to fat'"
58165070.0,"b'RICE, WHITE, WITH VEGETABLES, SOY-BASED SAUCE, NO ADDED FAT'","b'Rice, white, with vegetables, soy-based sauce, no added fat'"
58165080.0,"b'RICE, WHITE, WITH VEGETABLES, SOY-BASED SAUCE, FAT ADDED'","b'Rice, white, with vegetables, soy-based sauce, fat added'"
58165400.0,"b'RICE, BROWN, WITH VEGETABLES, CHEESE AND/OR CREAM BASED SAUC'","b'Rice, brown, with vegetables, cheese and/or cream based sauce, NS as to fat'"
58165410.0,"b'RICE, BROWN, WITH VEGETABLES, CHEESE AND/OR CREAM BASED SAUC'","b'Rice, brown, with vegetables, cheese and/or cream based sauce, no added fat'"
58165420.0,"b'RICE, BROWN, WITH VEGETABLES, CHEESE AND/OR CREAM BASED SAUC'","b'Rice, brown, with vegetables, cheese and/or cream based sauce, fat added'"
58165430.0,"b'RICE, BROWN, WITH VEGETABLES AND GRAVY, NS AS TO FAT'","b'Rice, brown, with vegetables and gravy, NS as to fat'"
58165440.0,"b'RICE, BROWN, WITH VEGETABLES AND GRAVY, NO ADDED FAT'","b'Rice, brown, with vegetables and gravy, no added fat'"
58165450.0,"b'RICE, BROWN, WITH VEGETABLES AND GRAVY, FAT ADDED'","b'Rice, brown, with vegetables and gravy, fat added'"
58165460.0,"b'RICE, BROWN, WITH VEGETABLES, SOY-BASED SAUCE, NS AS TO FAT'","b'Rice, brown, with vegetables, soy-based sauce, NS as to fat'"
58165470.0,"b'RICE, BROWN, WITH VEGETABLES, SOY-BASED SAUCE, NO ADDED FAT'","b'Rice, brown, with vegetables, soy-based sauce, no added fat'"
58165480.0,"b'RICE, BROWN, WITH VEGETABLES, SOY-BASED SAUCE, FAT ADDED'","b'Rice, brown, with vegetables, soy-based sauce, fat added'"
58174000.0,b'UPMA',b'Upma'
58174100.0,"b'DOSA, WITH FILLING'","b'Dosa, with filling'"
58175000.0,b'VADA',b'Vada'
58175110.0,b'TABBOULEH',b'Tabbouleh'
58200210.0,b'VEGETABLE SANDWICH ON WHITE',b'Vegetable sandwich on white'
58200220.0,"b'VEGETABLE SANDWICH ON WHITE, WITH CHEESE'","b'Vegetable sandwich on white, with cheese'"
58200230.0,b'VEGETABLE SANDWICH ON WHEAT',b'Vegetable sandwich on wheat'
58200240.0,"b'VEGETABLE SANDWICH ON WHEAT, WITH CHEESE'","b'Vegetable sandwich on wheat, with cheese'"
58200250.0,b'VEGETABLE SANDWICH WRAP',b'Vegetable sandwich wrap'
58201000.0,"b'JELLY SANDWICH, NFS'","b'Jelly sandwich, NFS'"
58201005.0,"b'JELLY SANDWICH, ON WHITE BREAD'","b'Jelly sandwich, on white bread'"
58201015.0,"b'JELLY SANDWICH, ON WHEAT BREAD'","b'Jelly sandwich, on wheat bread'"
58302080.0,"b'NOODLES WITH VEGETABLES IN TOMATO-BASED SAUCE, DIET FROZEN M'","b'Noodles with vegetables in tomato-based sauce, diet frozen meal'"
58304010.0,"b'SPAGHETTI AND MEATBALLS DINNER, NFS, FROZEN MEAL'","b'Spaghetti and meatballs dinner, NFS, frozen meal'"
58304060.0,"b'SPAGHETTI WITH MEAT SAUCE, DIET FROZEN MEAL'","b'Spaghetti with meat sauce, diet frozen meal'"
58310310.0,"b'PANCAKES AND SAUSAGE, FROZEN MEAL'","b'Pancakes and sausage, frozen meal'"
58400000.0,"b'SOUP, NFS'","b'Soup, NFS'"
58400100.0,"b'SOUP, NOODLE, NFS'","b'Soup, noodle, NFS'"
58400200.0,"b'SOUP, RICE'","b'Soup, rice'"
58401010.0,"b'SOUP, BARLEY'","b'Soup, barley'"
58403010.0,"b'SOUP, CHICKEN NOODLE, CANNED'","b'Soup, chicken noodle, canned'"
58403040.0,"b'SOUP, CHICKEN NOODLE'","b'Soup, chicken noodle'"
58403060.0,"b'SOUP, CHICKEN, CANNED, REDUCED SODIUM'","b'Soup, chicken, canned, reduced sodium'"
58404500.0,"b'SOUP, MATZO BALL'","b'Soup, Matzo ball'"
58407030.0,"b'SOUP, RAMEN NOODLES, WATER ADDED'","b'Soup, ramen noodles, water added'"
58407034.0,"b'RAMEN BOWL, NFS'","b'Ramen bowl, NFS'"
58407038.0,b'RAMEN BOWL WITH BEEF',b'Ramen bowl with beef'
58407042.0,b'RAMEN BOWL WITH CHICKEN',b'Ramen bowl with chicken'
58407046.0,b'RAMEN BOWL WITH FISH',b'Ramen bowl with fish'
58407052.0,"b'RAMEN BOWL, VEGETARIAN'","b'Ramen bowl, vegetarian'"
58407056.0,b'RAMEN BOWL WITH MEAT AND EGG',b'Ramen bowl with meat and egg'
58407060.0,"b'RAMEN BOWL, VEGETARIAN WITH EGG'","b'Ramen bowl, vegetarian with egg'"
58408010.0,"b'SOUP, WONTON'","b'Soup, wonton'"
58421020.0,"b'SOUP, SOPA DE FIDEO AGUADA'","b'Soup, sopa de fideo aguada'"
58421080.0,"b'SOUP, TORTILLA'","b'Soup, tortilla'"
59003000.0,"b'MEAT SUBSTITUTE, CEREAL- AND VEGETABLE PROTEIN-BASED, FRIED'","b'Meat substitute, cereal- and vegetable protein-based, fried'"
61100600.0,"b'CLEMENTINE, RAW'","b'Clementine, raw'"
61101010.0,"b'GRAPEFRUIT, RAW'","b'Grapefruit, raw'"
61101200.0,"b'GRAPEFRUIT, CANNED'","b'Grapefruit, canned'"
61110010.0,"b'KUMQUAT, RAW'","b'Kumquat, raw'"
61113010.0,"b'LEMON, RAW'","b'Lemon, raw'"
61113500.0,b'LEMON PIE FILLING',b'Lemon pie filling'
61116010.0,"b'LIME, RAW'","b'Lime, raw'"
61119010.0,"b'ORANGE, RAW'","b'Orange, raw'"
61122300.0,"b'ORANGE, CANNED, NFS'","b'Orange, canned, NFS'"
61122320.0,"b'ORANGE, CANNED, JUICE PACK'","b'Orange, canned, juice pack'"
61122330.0,"b'ORANGE, CANNED, IN SYRUP'","b'Orange, canned, in syrup'"
61125010.0,"b'TANGERINE, RAW'","b'Tangerine, raw'"
61201010.0,"b'GRAPEFRUIT JUICE, 100%, FRESHLY SQUEEZED'","b'Grapefruit juice, 100%, freshly squeezed'"
61201020.0,"b'GRAPEFRUIT JUICE, 100%, NS AS TO FORM'","b'Grapefruit juice, 100%, NS as to form'"
61201220.0,"b'GRAPEFRUIT JUICE, 100%, CANNED, BOTTLED OR IN A CARTON'","b'Grapefruit juice, 100%, canned, bottled or in a carton'"
61201225.0,"b'GRAPEFRUIT JUICE, 100%, WITH CALCIUM ADDED'","b'Grapefruit juice, 100%, with calcium added'"
61204000.0,"b'LEMON JUICE, 100%, NS AS TO FORM'","b'Lemon juice, 100%, NS as to form'"
61204010.0,"b'LEMON JUICE, 100%, FRESHLY SQUEEZED'","b'Lemon juice, 100%, freshly squeezed'"
61204200.0,"b'LEMON JUICE, 100%, CANNED OR BOTTLED'","b'Lemon juice, 100%, canned or bottled'"
61207000.0,"b'LIME JUICE, 100%, NS AS TO FORM'","b'Lime juice, 100%, NS as to form'"
61207010.0,"b'LIME JUICE, 100%, FRESHLY SQUEEZED'","b'Lime juice, 100%, freshly squeezed'"
61207200.0,"b'LIME JUICE, 100%, CANNED OR BOTTLED'","b'Lime juice, 100%, canned or bottled'"
61210000.0,"b'ORANGE JUICE, 100%, NFS'","b'Orange juice, 100%, NFS'"
61210010.0,"b'ORANGE JUICE, 100%,  FRESHLY SQUEEZED'","b'Orange juice, 100%,  freshly squeezed'"
61210220.0,"b'ORANGE JUICE, 100%, CANNED, BOTTLED OR IN A CARTON'","b'Orange juice, 100%, canned, bottled or in a carton'"
61210250.0,"b'ORANGE JUICE, 100%, WITH CALCIUM ADDED, CANNED, BOTTLED OR I'","b'Orange juice, 100%, with calcium added, canned, bottled or in a carton'"
61210620.0,"b'ORANGE JUICE, 100%, FROZEN, RECONSTITUTED'","b'Orange juice, 100%, frozen, reconstituted'"
61210720.0,"b'ORANGE JUICE, 100%, FROZEN, NOT RECONSTITUTED'","b'Orange juice, 100%, frozen, not reconstituted'"
61210820.0,"b'ORANGE JUICE, 100%, WITH CALCIUM ADDED, FROZEN, RECONSTITUTE'","b'Orange juice, 100%, with calcium added, frozen, reconstituted'"
61213220.0,"b'TANGERINE JUICE, 100%'","b'Tangerine juice, 100%'"
61213800.0,"b'FRUIT JUICE BLEND, CITRUS, 100% JUICE'","b'Fruit juice blend, citrus, 100% juice'"
62101050.0,"b'DRIED, FRUIT, NFS'","b'Dried, fruit, NFS'"
62101100.0,"b'APPLE, DRIED'","b'Apple, dried'"
62104100.0,"b'APRICOT, DRIED'","b'Apricot, dried'"
62105000.0,"b'BLUEBERRIES, DRIED'","b'Blueberries, dried'"
62106000.0,"b'CHERRIES, DRIED'","b'Cherries, dried'"
62107200.0,b'BANANA CHIPS',b'Banana chips'
62108100.0,"b'CURRANTS, DRIED'","b'Currants, dried'"
62109100.0,"b'CRANBERRIES, DRIED'","b'Cranberries, dried'"
62110100.0,b'DATE',b'Date'
62113100.0,"b'FIG, DRIED'","b'Fig, dried'"
62114050.0,"b'MANGO, DRIED'","b'Mango, dried'"
62114110.0,"b'PAPAYA, DRIED'","b'Papaya, dried'"
62116100.0,"b'PEACH, DRIED'","b'Peach, dried'"
62119100.0,"b'PEAR, DRIED'","b'Pear, dried'"
62120000.0,"b'PERSIMMON, DRIED'","b'Persimmon, dried'"
62120100.0,"b'PINEAPPLE, DRIED'","b'Pineapple, dried'"
62122100.0,"b'PRUNE, DRIED'","b'Prune, dried'"
62125100.0,b'RAISINS',b'Raisins'
63100100.0,"b'FRUIT, NFS'","b'Fruit, NFS'"
63100110.0,"b'FRUIT, PICKLED'","b'Fruit, pickled'"
63101000.0,"b'APPLE, RAW'","b'Apple, raw'"
63101110.0,"b'APPLESAUCE, REGULAR'","b'Applesauce, regular'"
63101120.0,"b'APPLESAUCE, UNSWEETENED'","b'Applesauce, unsweetened'"
63101150.0,"b'APPLESAUCE, FLAVORED'","b'Applesauce, flavored'"
63101210.0,b'APPLE PIE FILLING',b'Apple pie filling'
63101310.0,"b'APPLE, BAKED'","b'Apple, baked'"
63103010.0,"b'APRICOT, RAW'","b'Apricot, raw'"
63103110.0,"b'APRICOT, CANNED'","b'Apricot, canned'"
63105010.0,"b'AVOCADO, RAW'","b'Avocado, raw'"
63107010.0,"b'BANANA, RAW'","b'Banana, raw'"
63107410.0,"b'BANANA, BAKED'","b'Banana, baked'"
63109010.0,"b'CANTALOUPE, RAW'","b'Cantaloupe, raw'"
63109015.0,"b'MELON, FROZEN'","b'Melon, frozen'"
63109700.0,"b'STARFRUIT, RAW'","b'Starfruit, raw'"
63111010.0,"b'CHERRIES, MARASCHINO'","b'Cherries, maraschino'"
63113030.0,b'CHERRY PIE FILLING',b'Cherry pie filling'
63115010.0,"b'CHERRIES, RAW'","b'Cherries, raw'"
63115110.0,"b'CHERRIES, CANNED'","b'Cherries, canned'"
63115200.0,"b'CHERRIES, FROZEN'","b'Cherries, frozen'"
63116010.0,b'DRAGON FRUIT',b'Dragon fruit'
63119010.0,"b'FIG, RAW'","b'Fig, raw'"
63119110.0,"b'FIG, CANNED'","b'Fig, canned'"
63123000.0,"b'GRAPES, RAW'","b'Grapes, raw'"
63125010.0,"b'GUAVA, RAW'","b'Guava, raw'"
63126500.0,"b'KIWI FRUIT, RAW'","b'Kiwi fruit, raw'"
63126510.0,b'LYCHEE',b'Lychee'
63127010.0,"b'HONEYDEW MELON, RAW'","b'Honeydew melon, raw'"
63129010.0,"b'MANGO, RAW'","b'Mango, raw'"
63129030.0,"b'MANGO, CANNED'","b'Mango, canned'"
63129050.0,"b'MANGO, FROZEN'","b'Mango, frozen'"
63131010.0,"b'NECTARINE, RAW'","b'Nectarine, raw'"
63133010.0,"b'PAPAYA, RAW'","b'Papaya, raw'"
63133100.0,"b'PAPAYA, CANNED'","b'Papaya, canned'"
63134010.0,"b'PASSION FRUIT, RAW'","b'Passion fruit, raw'"
63135010.0,"b'PEACH, RAW'","b'Peach, raw'"
63135110.0,"b'PEACH, CANNED, NFS'","b'Peach, canned, NFS'"
63135140.0,"b'PEACH, CANNED, IN SYRUP'","b'Peach, canned, in syrup'"
63135170.0,"b'PEACH, CANNED, JUICE PACK'","b'Peach, canned, juice pack'"
63135620.0,"b'PEACH, FROZEN'","b'Peach, frozen'"
63137010.0,"b'PEAR, RAW'","b'Pear, raw'"
63137050.0,"b'PEAR, ASIAN, RAW'","b'Pear, Asian, raw'"
63137110.0,"b'PEAR, CANNED, NFS'","b'Pear, canned, NFS'"
63137140.0,"b'PEAR, CANNED, IN SYRUP'","b'Pear, canned, in syrup'"
63137170.0,"b'PEAR, CANNED, JUICE PACK'","b'Pear, canned, juice pack'"
63139010.0,"b'PERSIMMON, RAW'","b'Persimmon, raw'"
63141010.0,"b'PINEAPPLE, RAW'","b'Pineapple, raw'"
63141110.0,"b'PINEAPPLE, CANNED, NFS'","b'Pineapple, canned, NFS'"
63141140.0,"b'PINEAPPLE, CANNED, IN SYRUP'","b'Pineapple, canned, in syrup'"
63141170.0,"b'PINEAPPLE, CANNED, JUICE PACK'","b'Pineapple, canned, juice pack'"
63141200.0,"b'PINEAPPLE, FROZEN'","b'Pineapple, frozen'"
63143010.0,"b'PLUM, RAW'","b'Plum, raw'"
63143110.0,"b'PLUM, CANNED'","b'Plum, canned'"
63145010.0,"b'POMEGRANATE, RAW'","b'Pomegranate, raw'"
63147110.0,b'RHUBARB',b'Rhubarb'
63148750.0,b'TAMARIND',b'Tamarind'
63149010.0,"b'WATERMELON, RAW'","b'Watermelon, raw'"
63200100.0,"b'BERRIES, NFS'","b'Berries, NFS'"
63200110.0,"b'BERRIES, FROZEN'","b'Berries, frozen'"
63201010.0,"b'BLACKBERRIES, RAW'","b'Blackberries, raw'"
63201600.0,"b'BLACKBERRIES, FROZEN'","b'Blackberries, frozen'"
63203010.0,"b'BLUEBERRIES, RAW'","b'Blueberries, raw'"
63203110.0,"b'BLUBERRIES, CANNED'","b'Bluberries, canned'"
63203600.0,"b'BLUEBERRIES, FROZEN'","b'Blueberries, frozen'"
63203700.0,b'BLUEBERRY PIE FILLING',b'Blueberry pie filling'
63207010.0,"b'CRANBERRIES, RAW'","b'Cranberries, raw'"
63207110.0,b'CRANBERRY SAUCE',b'Cranberry sauce'
63219000.0,"b'RASPBERRIES, RAW'","b'Raspberries, raw'"
63219610.0,"b'RASPBERRIES, FROZEN'","b'Raspberries, frozen'"
63223020.0,"b'STRAWBERRIES, RAW'","b'Strawberries, raw'"
63223110.0,"b'STRAWBERRIES, CANNED'","b'Strawberries, canned'"
63223610.0,"b'STRAWBERRIES, FROZEN'","b'Strawberries, frozen'"
63301010.0,b'AMBROSIA',b'Ambrosia'
63311000.0,"b'FRUIT SALAD, FRESH OR RAW, EXCLUDING CITRUS FRUITS, NO DRESS'","b'Fruit salad, fresh or raw, excluding citrus fruits, no dressing'"
63311050.0,"b'FRUIT SALAD, FRESH OR RAW, INCLUDING CITRUS FRUITS, NO DRESS'","b'Fruit salad, fresh or raw, including citrus fruits, no dressing'"
63311110.0,"b'FRUIT COCKTAIL, CANNED, NFS'","b'Fruit cocktail, canned, NFS'"
63311140.0,"b'FRUIT COCKTAIL, CANNED, IN SYRUP'","b'Fruit cocktail, canned, in syrup'"
63311170.0,"b'FRUIT COCKTAIL, CANNED, JUICE PACK'","b'Fruit cocktail, canned, juice pack'"
63311180.0,"b'FRUIT MIXTURE, FROZEN'","b'Fruit mixture, frozen'"
63401010.0,b'APPLE SALAD WITH DRESSING',b'Apple salad with dressing'
63401060.0,"b'APPLE, CANDIED'","b'Apple, candied'"
63401070.0,"b'FRUIT, CHOCOLATE COVERED'","b'Fruit, chocolate covered'"
63402950.0,"b'FRUIT SALAD, EXCLUDING CITRUS FRUITS, WITH SALAD DRESSING OR'","b'Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise'"
63402960.0,"b'FRUIT SALAD, EXCLUDING CITRUS FRUITS, WITH WHIPPED CREAM'","b'Fruit salad, excluding citrus fruits, with whipped cream'"
63402970.0,"b'FRUIT SALAD, EXCLUDING CITRUS FRUITS, WITH NONDAIRY WHIPPED'","b'Fruit salad, excluding citrus fruits, with nondairy whipped topping'"
63402980.0,"b'FRUIT SALAD, EXCLUDING CITRUS FRUITS, WITH MARSHMALLOWS'","b'Fruit salad, excluding citrus fruits, with marshmallows'"
63402990.0,"b'FRUIT SALAD, INCLUDING CITRUS FRUITS, WITH PUDDING'","b'Fruit salad, including citrus fruits, with pudding'"
63403000.0,"b'FRUIT SALAD, EXCLUDING CITRUS FRUITS, WITH PUDDING'","b'Fruit salad, excluding citrus fruits, with pudding'"
63403010.0,"b'FRUIT SALAD, INCLUDING CITRUS FRUITS, WITH SALAD DRESSING OR'","b'Fruit salad, including citrus fruits, with salad dressing or mayonnaise'"
63403020.0,"b'FRUIT SALAD, INCLUDING CITRUS FRUIT, WITH WHIPPED CREAM'","b'Fruit salad, including citrus fruit, with whipped cream'"
63403030.0,"b'FRUIT SALAD, INCLUDING CITRUS FRUITS, WITH NONDAIRY WHIPPED'","b'Fruit salad, including citrus fruits, with nondairy whipped topping'"
63403040.0,"b'FRUIT SALAD, INCLUDING CITRUS FRUITS, WITH MARSHMALLOWS'","b'Fruit salad, including citrus fruits, with marshmallows'"
63403150.0,b'LIME SOUFFLE',b'Lime souffle'
63409010.0,"b'GUACAMOLE, NFS'","b'Guacamole, NFS'"
63409015.0,b'GUACAMOLE WITH TOMATOES',b'Guacamole with tomatoes'
63409020.0,b'CHUTNEY',b'Chutney'
63413010.0,b'PINEAPPLE SALAD WITH DRESSING',b'Pineapple salad with dressing'
63415100.0,"b'SOUP, FRUIT'","b'Soup, fruit'"
63420105.0,b'FROZEN FRUIT JUICE BAR',b'Frozen fruit juice bar'
63420205.0,"b'FROZEN FRUIT JUICE BAR, NO SUGAR ADDED'","b'Frozen fruit juice bar, no sugar added'"
63430150.0,b'SORBET',b'Sorbet'
64100100.0,"b'FRUIT JUICE, NFS'","b'Fruit juice, NFS'"
64100110.0,"b'FRUIT JUICE BLEND, 100% JUICE'","b'Fruit juice blend, 100% juice'"
64100200.0,"b'CRANBERRY JUICE BLEND, 100% JUICE'","b'Cranberry juice blend, 100% juice'"
64100220.0,"b'CRANBERRY JUICE BLEND, 100% JUICE, WITH CALCIUM ADDED'","b'Cranberry juice blend, 100% juice, with calcium added'"
64101010.0,b'APPLE CIDER',b'Apple cider'
64104010.0,"b'APPLE JUICE, 100%'","b'Apple juice, 100%'"
64104030.0,"b'APPLE JUICE, 100%, WITH CALCIUM ADDED'","b'Apple juice, 100%, with calcium added'"
64104600.0,"b'BLACKBERRY JUICE, 100%'","b'Blackberry juice, 100%'"
64104610.0,b'BLUEBERRY JUICE',b'Blueberry juice'
64105400.0,"b'CRANBERRY JUICE, 100%, NOT A BLEND'","b'Cranberry juice, 100%, not a blend'"
64116020.0,"b'GRAPE JUICE, 100%'","b'Grape juice, 100%'"
64116060.0,"b'GRAPE JUICE, 100%, WITH CALCIUM ADDED'","b'Grape juice, 100%, with calcium added'"
64120010.0,"b'PAPAYA JUICE, 100%'","b'Papaya juice, 100%'"
64121000.0,"b'PASSION FRUIT JUICE, 100%'","b'Passion fruit juice, 100%'"
64124020.0,"b'PINEAPPLE JUICE, 100%'","b'Pineapple juice, 100%'"
64126000.0,"b'POMEGRANATE JUICE, 100%'","b'Pomegranate juice, 100%'"
64132010.0,"b'PRUNE JUICE, 100%'","b'Prune juice, 100%'"
64132500.0,"b'STRAWBERRY JUICE, 100%'","b'Strawberry juice, 100%'"
64133100.0,"b'WATERMELON JUICE, 100%'","b'Watermelon juice, 100%'"
64134015.0,"b'FRUIT SMOOTHIE, WITH WHOLE FRUIT, NO DAIRY'","b'Fruit smoothie, with whole fruit, no dairy'"
64134020.0,"b'FRUIT SMOOTHIE, WITH WHOLE FRUIT, NO DAIRY, ADDED PROTEIN'","b'Fruit smoothie, with whole fruit, no dairy, added protein'"
64134025.0,"b'FRUIT SMOOTHIE, WITH WHOLE FRUIT, NON-DAIRY'","b'Fruit smoothie, with whole fruit, non-dairy'"
64134030.0,"b'FRUIT SMOOTHIE JUICE DRINK, NO DAIRY'","b'Fruit smoothie juice drink, no dairy'"
64134100.0,"b'FRUIT SMOOTHIE, LIGHT'","b'Fruit smoothie, light'"
64134200.0,"b'FRUIT SMOOTHIE, BOTTLED'","b'Fruit smoothie, bottled'"
64200100.0,"b'FRUIT NECTAR, NFS'","b'Fruit nectar, NFS'"
64201010.0,b'APRICOT NECTAR',b'Apricot nectar'
64201500.0,b'BANANA NECTAR',b'Banana nectar'
64202010.0,b'CANTALOUPE NECTAR',b'Cantaloupe nectar'
64203020.0,b'GUAVA NECTAR',b'Guava nectar'
64204010.0,b'MANGO NECTAR',b'Mango nectar'
64205010.0,b'PEACH NECTAR',b'Peach nectar'
64210010.0,b'PAPAYA NECTAR',b'Papaya nectar'
64213010.0,b'PASSION FRUIT NECTAR',b'Passion fruit nectar'
64215010.0,b'PEAR NECTAR',b'Pear nectar'
64221010.0,"b'SOURSOP, NECTAR'","b'Soursop, nectar'"
64401000.0,b'VINEGAR',b'Vinegar'
67100000.0,"b'BABY TODDLER FRUIT, NFS'","b'Baby Toddler fruit, NFS'"
67100100.0,"b'BABY TODDLER MULTIPLE FRUIT, STAGE 2'","b'Baby Toddler multiple fruit, Stage 2'"
67100105.0,"b'BABY TODDLER MULTIPLE FRUIT, STAGE 3'","b'Baby Toddler multiple fruit, Stage 3'"
67100250.0,"b'BABY TODDLER FRUIT, WITH GRAIN'","b'Baby Toddler fruit, with grain'"
67100260.0,"b'BABY TODDLER FRUIT, WITH YOGURT'","b'Baby Toddler fruit, with yogurt'"
67100350.0,"b'BABY TODDLER FRUIT AND VEGETABLES, STAGE 2'","b'Baby Toddler fruit and vegetables, Stage 2'"
67100360.0,"b'BABY TODDLER FRUIT AND VEGETABLES, STAGE 3'","b'Baby Toddler fruit and vegetables, Stage 3'"
67100450.0,"b'BABY TODDLER FRUIT AND VEGETABLES, WITH GRAIN'","b'Baby Toddler fruit and vegetables, with grain'"
67100460.0,"b'BABY TODDLER FRUIT AND VEGETABLES, WITH YOGURT'","b'Baby Toddler fruit and vegetables, with yogurt'"
67100470.0,"b'BABY TODDLER FRUIT, VEGETABLES, AND MEAT'","b'Baby Toddler fruit, vegetables, and meat'"
67100480.0,b'BABY TODDLER FRUIT AND MEAT',b'Baby Toddler fruit and meat'
67102010.0,"b'BABY TODDLER APPLES, STAGE 1'","b'Baby Toddler apples, Stage 1'"
67102030.0,"b'BABY TODDLER APPLES, STAGE 2'","b'Baby Toddler apples, Stage 2'"
67105030.0,"b'BABY TODDLER BANANAS, STAGE 1'","b'Baby Toddler bananas, Stage 1'"
67105040.0,"b'BABY TODDLER BANANAS, STAGE 2'","b'Baby Toddler bananas, Stage 2'"
67108010.0,"b'BABY TODDLER PEACHES, STAGE 1'","b'Baby Toddler peaches, Stage 1'"
67108040.0,"b'BABY TODDLER PEACHES, STAGE 2'","b'Baby Toddler peaches, Stage 2'"
67109010.0,"b'BABY TODDLER PEARS, STAGE 1'","b'Baby Toddler pears, Stage 1'"
67109040.0,"b'BABY TODDLER PEARS, STAGE 2'","b'Baby Toddler pears, Stage 2'"
67110000.0,b'BABY TODDLER PRUNES',b'Baby Toddler prunes'
67110100.0,b'BABY TODDLER MANGOES',b'Baby Toddler mangoes'
67201000.0,"b'BABY TODDLER JUICE, NFS'","b'Baby Toddler juice, NFS'"
67202000.0,"b'BABY TODDLER JUICE, APPLE'","b'Baby Toddler juice, apple'"
67203800.0,"b'BABY TODDLER JUICE, GRAPE'","b'Baby Toddler juice, grape'"
67204000.0,"b'BABY TODDLER JUICE, MIXED FRUIT'","b'Baby Toddler juice, mixed fruit'"
67212000.0,"b'BABY TODDLER JUICE, PEAR'","b'Baby Toddler juice, pear'"
67230600.0,"b'BABY TODDLER JUICE, FRUIT AND VEGETABLE'","b'Baby Toddler juice, fruit and vegetable'"
67250150.0,"b'BABY TODDLER JUICE, FRUIT AND YOGURT BLEND'","b'Baby Toddler juice, fruit and yogurt blend'"
67408010.0,b'BABY TODDLER PUDDING',b'Baby Toddler pudding'
67430500.0,b'BABY TODDLER YOGURT MELTS',b'Baby Toddler yogurt melts'
71000100.0,"b'POTATO, NFS'","b'Potato, NFS'"
