DRXFDCD,DRXFCSD,DRXFCLD
58104260.0,"b'GORDITA, WITH BEANS'","b'Gordita, with beans'"
58104290.0,"b'GORDITA, MEAT'","b'Gordita, meat'"
58104295.0,"b'GORDITA, MEAT, WITH BEANS'","b'Gordita, meat, with beans'"
58104500.0,"b'CHIMICHANGA, MEAT'","b'Chimichanga, meat'"
58104520.0,"b'CHIMICHANGA, WITH BEANS'","b'Chimichanga, with beans'"
58104530.0,"b'CHIMICHANGA, CHICKEN'","b'Chimichanga, chicken'"
58104700.0,"b'QUESADILLA, NFS'","b'Quesadilla, NFS'"
58104710.0,"b'QUESADILLA, CHEESE ONLY'","b'Quesadilla, cheese only'"
58104730.0,"b'QUESADILLA, BEEF OR PORK'","b'Quesadilla, beef or pork'"
58104740.0,"b'QUESADILLA, CHICKEN'","b'Quesadilla, chicken'"
58104750.0,"b'QUESADILLA, WITH VEGETABLES'","b'Quesadilla, with vegetables'"
58104760.0,"b'QUESADILLA, BEEF OR PORK, WITH VEGETABLES'","b'Quesadilla, beef or pork, with vegetables'"
58104770.0,"b'QUESADILLA, CHICKEN, WITH VEGETABLES'","b'Quesadilla, chicken, with vegetables'"
58104780.0,"b'QUESADILLA, EGG'","b'Quesadilla, egg'"
58104790.0,"b'QUESADILLA, EGG, WITH MEAT'","b'Quesadilla, egg, with meat'"
58104800.0,"b'TAQUITO, CHEESE ONLY'","b'Taquito, cheese only'"
58104825.0,"b'TAQUITO, BEEF OR PORK'","b'Taquito, beef or pork'"
58104835.0,"b'TAQUITO, CHICKEN'","b'Taquito, chicken'"
58104900.0,"b'TAQUITO, EGG'","b'Taquito, egg'"
58104990.0,"b'FAJITA, NFS'","b'Fajita, NFS'"
58105000.0,"b'FAJITA, CHICKEN'","b'Fajita, chicken'"
58105050.0,"b'FAJITA, BEEF OR PORK'","b'Fajita, beef or pork'"
58105060.0,"b'FAJITA, SHRIMP'","b'Fajita, shrimp'"
58105075.0,"b'FAJITA, VEGETABLE'","b'Fajita, vegetable'"
58105100.0,"b'PUPUSA, CHEESE ONLY'","b'Pupusa, cheese only'"
58105105.0,"b'PUPUSA, WITH BEANS'","b'Pupusa, with beans'"
58105110.0,"b'PUPUSA, MEAT'","b'Pupusa, meat'"
58105120.0,"b'PUPUSA, MEAT, WITH BEANS'","b'Pupusa, meat, with beans'"
58106200.0,"b'PIZZA, CHEESE, FROM FROZEN, THIN CRUST'","b'Pizza, cheese, from frozen, thin crust'"
58106205.0,"b'PIZZA, CHEESE, FROM FROZEN, THICK CRUST'","b'Pizza, cheese, from frozen, thick crust'"
58106210.0,"b'PIZZA, CHEESE, FROM RESTAURANT OR FAST FOOD, NS AS TO TYPE O'","b'Pizza, cheese, from restaurant or fast food, NS as to type of crust'"
58106220.0,"b'PIZZA, CHEESE, FROM RESTAURANT OR FAST FOOD, THIN CRUST'","b'Pizza, cheese, from restaurant or fast food, thin crust'"
58106225.0,"b'PIZZA, CHEESE, FROM RESTAURANT OR FAST FOOD, MEDIUM CRUST'","b'Pizza, cheese, from restaurant or fast food, medium crust'"
58106230.0,"b'PIZZA, CHEESE, FROM RESTAURANT OR FAST FOOD, THICK CRUST'","b'Pizza, cheese, from restaurant or fast food, thick crust'"
58106233.0,"b'PIZZA, CHEESE, STUFFED CRUST'","b'Pizza, cheese, stuffed crust'"
58106234.0,"b'PIZZA, CHEESE, FROM SCHOOL LUNCH, MEDIUM CRUST'","b'Pizza, cheese, from school lunch, medium crust'"
58106235.0,"b'PIZZA, CHEESE, FROM SCHOOL LUNCH, THIN CRUST'","b'Pizza, cheese, from school lunch, thin crust'"
58106236.0,"b'PIZZA, CHEESE, FROM SCHOOL LUNCH, THICK CRUST'","b'Pizza, cheese, from school lunch, thick crust'"
58106250.0,"b'PIZZA, EXTRA CHEESE, THIN CRUST'","b'Pizza, extra cheese, thin crust'"
58106260.0,"b'PIZZA, EXTRA CHEESE, THICK CRUST'","b'Pizza, extra cheese, thick crust'"
58106300.0,"b'PIZZA, CHEESE, WITH VEGETABLES, FROM FROZEN, THIN CRUST'","b'Pizza, cheese, with vegetables, from frozen, thin crust'"
58106305.0,"b'PIZZA, CHEESE WITH VEGETABLES, FROM FROZEN, THICK CRUST'","b'Pizza, cheese with vegetables, from frozen, thick crust'"
58106320.0,"b'PIZZA, CHEESE, WITH VEGETABLES, FROM RESTAURANT OR FAST FOOD'","b'Pizza, cheese, with vegetables, from restaurant or fast food, thin crust'"
58106325.0,"b'PIZZA, CHEESE, WITH VEGETABLES, FROM RESTAURANT OR FAST FOOD'","b'Pizza, cheese, with vegetables, from restaurant or fast food, medium crust'"
58106330.0,"b'PIZZA, CHEESE, WITH VEGETABLES, FROM RESTAURANT OR FAST FOOD'","b'Pizza, cheese, with vegetables, from restaurant or fast food, thick crust'"
58106345.0,"b'PIZZA WITH CHEESE AND EXTRA VEGETABLES, THIN CRUST'","b'Pizza with cheese and extra vegetables, thin crust'"
58106347.0,"b'PIZZA WITH CHEESE AND EXTRA VEGETABLES, MEDIUM CRUST'","b'Pizza with cheese and extra vegetables, medium crust'"
58106350.0,"b'PIZZA WITH CHEESE AND EXTRA VEGETABLES, THICK CRUST'","b'Pizza with cheese and extra vegetables, thick crust'"
58106358.0,"b'PIZZA, CHEESE, WITH FRUIT, THIN CRUST'","b'Pizza, cheese, with fruit, thin crust'"
58106359.0,"b'PIZZA, CHEESE, WITH FRUIT, MEDIUM CRUST'","b'Pizza, cheese, with fruit, medium crust'"
58106360.0,"b'PIZZA, CHEESE, WITH FRUIT, THICK CRUST'","b'Pizza, cheese, with fruit, thick crust'"
58106512.0,"b'PIZZA WITH PEPPERONI, FROM FROZEN, THIN CRUST'","b'Pizza with pepperoni, from frozen, thin crust'"
58106514.0,"b'PIZZA WITH PEPPERONI, FROM FROZEN, MEDIUM CRUST'","b'Pizza with pepperoni, from frozen, medium crust'"
58106516.0,"b'PIZZA WITH PEPPERONI, FROM FROZEN, THICK CRUST'","b'Pizza with pepperoni, from frozen, thick crust'"
58106540.0,"b'PIZZA WITH PEPPERONI, FROM RESTAURANT OR FAST FOOD, NS AS TO'","b'Pizza with pepperoni, from restaurant or fast food, NS as to type of crust'"
58106550.0,"b'PIZZA WITH PEPPERONI, FROM RESTAURANT OR FAST FOOD, THIN CRU'","b'Pizza with pepperoni, from restaurant or fast food, thin crust'"
58106555.0,"b'PIZZA WITH PEPPERONI, FROM RESTAURANT OR FAST FOOD,  MEDIUM'","b'Pizza with pepperoni, from restaurant or fast food,  medium crust'"
58106560.0,"b'PIZZA WITH PEPPERONI, FROM RESTAURANT OR FAST FOOD, THICK CR'","b'Pizza with pepperoni, from restaurant or fast food, thick crust'"
58106565.0,"b'PIZZA WITH PEPPERONI, STUFFED CRUST'","b'Pizza with pepperoni, stuffed crust'"
58106570.0,"b'PIZZA WITH PEPPERONI, FROM SCHOOL LUNCH, THIN CRUST'","b'Pizza with pepperoni, from school lunch, thin crust'"
58106578.0,"b'PIZZA, WITH PEPPERONI, FROM SCHOOL LUNCH, MEDIUM CRUST'","b'Pizza, with pepperoni, from school lunch, medium crust'"
58106580.0,"b'PIZZA WITH PEPPERONI, FROM SCHOOL LUNCH, THICK CRUST'","b'Pizza with pepperoni, from school lunch, thick crust'"
58106602.0,"b'PIZZA WITH MEAT OTHER THAN PEPPERONI, FROM FROZEN, THIN CRUS'","b'Pizza with meat other than pepperoni, from frozen, thin crust'"
58106604.0,"b'PIZZA WITH MEAT OTHER THAN PEPPERONI, FROM FROZEN, MEDIUM CR'","b'Pizza with meat other than pepperoni, from frozen, medium crust'"
58106606.0,"b'PIZZA WITH MEAT OTHER THAN PEPPERONI, FROM FROZEN, THICK CRU'","b'Pizza with meat other than pepperoni, from frozen, thick crust'"
58106610.0,"b'PIZZA WITH MEAT OTHER THAN PEPPERONI, FROM RESTAURANT OR FAS'","b'Pizza with meat other than pepperoni, from restaurant or fast food, NS as to type of crust'"
58106620.0,"b'PIZZA WITH MEAT OTHER THAN PEPPERONI, FROM RESTAURANT OR FAS'","b'Pizza with meat other than pepperoni, from restaurant or fast food, thin crust'"
58106625.0,"b'PIZZA WITH MEAT OTHER THAN PEPPERONI, FROM RESTAURANT OR FAS'","b'Pizza with meat other than pepperoni, from restaurant or fast food, medium crust'"
58106630.0,"b'PIZZA WITH MEAT OTHER THAN PEPPERONI, FROM RESTAURANT OR FAS'","b'Pizza with meat other than pepperoni, from restaurant or fast food, thick crust'"
58106633.0,"b'PIZZA, WITH MEAT OTHER THAN PEPPERONI, STUFFED CRUST'","b'Pizza, with meat other than pepperoni, stuffed crust'"
58106634.0,"b'PIZZA, WITH MEAT OTHER THAN PEPPERONI, FROM SCHOOL LUNCH, ME'","b'Pizza, with meat other than pepperoni, from school lunch, medium crust'"
58106635.0,"b'PIZZA, WITH MEAT OTHER THAN PEPPERONI, FROM SCHOOL LUNCH, TH'","b'Pizza, with meat other than pepperoni, from school lunch, thin crust'"
58106636.0,"b'PIZZA, WITH MEAT OTHER THAN PEPPERONI, FROM SCHOOL LUNCH, TH'","b'Pizza, with meat other than pepperoni, from school lunch, thick crust'"
58106650.0,"b'PIZZA WITH EXTRA MEAT, THIN CRUST'","b'Pizza with extra meat, thin crust'"
58106655.0,"b'PIZZA WITH EXTRA MEAT, MEDIUM CRUST'","b'Pizza with extra meat, medium crust'"
58106660.0,"b'PIZZA WITH EXTRA MEAT, THICK CRUST'","b'Pizza with extra meat, thick crust'"
58106700.0,"b'PIZZA WITH MEAT AND VEGETABLES, FROM FROZEN, THIN CRUST'","b'Pizza with meat and vegetables, from frozen, thin crust'"
58106702.0,"b'PIZZA WITH MEAT AND VEGETABLES, FROM FROZEN, MEDIUM CRUST'","b'Pizza with meat and vegetables, from frozen, medium crust'"
58106705.0,"b'PIZZA WITH MEAT AND VEGETABLES, FROM FROZEN, THICK CRUST'","b'Pizza with meat and vegetables, from frozen, thick crust'"
58106720.0,"b'PIZZA WITH MEAT AND VEGETABLES, FROM RESTAURANT OR FAST FOOD'","b'Pizza with meat and vegetables, from restaurant or fast food, thin crust'"
58106725.0,"b'PIZZA WITH MEAT AND VEGETABLES, FROM RESTAURANT OR FAST FOOD'","b'Pizza with meat and vegetables, from restaurant or fast food, medium crust'"
58106730.0,"b'PIZZA WITH MEAT AND VEGETABLES, FROM RESTAURANT OR FAST FOOD'","b'Pizza with meat and vegetables, from restaurant or fast food, thick crust'"
58106736.0,"b'PIZZA WITH EXTRA MEAT AND EXTRA VEGETABLES, THIN CRUST'","b'Pizza with extra meat and extra vegetables, thin crust'"
58106737.0,"b'PIZZA WITH EXTRA MEAT AND EXTRA VEGETABLES, THICK CRUST'","b'Pizza with extra meat and extra vegetables, thick crust'"
58106738.0,"b'PIZZA WITH EXTRA MEAT AND EXTRA VEGETABLES, MEDIUM CRUST'","b'Pizza with extra meat and extra vegetables, medium crust'"
58106750.0,"b'PIZZA WITH MEAT AND FRUIT, THIN CRUST'","b'Pizza with meat and fruit, thin crust'"
58106755.0,"b'PIZZA WITH MEAT AND FRUIT, MEDIUM CRUST'","b'Pizza with meat and fruit, medium crust'"
58106760.0,"b'PIZZA WITH MEAT AND FRUIT, THICK CRUST'","b'Pizza with meat and fruit, thick crust'"
58106820.0,"b'PIZZA WITH BEANS AND VEGETABLES, THIN CRUST'","b'Pizza with beans and vegetables, thin crust'"
58106830.0,"b'PIZZA WITH BEANS AND VEGETABLES, THICK CRUST'","b'Pizza with beans and vegetables, thick crust'"
58107050.0,"b'PIZZA, NO CHEESE, THIN CRUST'","b'Pizza, no cheese, thin crust'"
58107100.0,"b'PIZZA, NO CHEESE, THICK CRUST'","b'Pizza, no cheese, thick crust'"
58107205.0,"b'WHITE PIZZA, CHEESE, THIN CRUST'","b'White pizza, cheese, thin crust'"
58107207.0,"b'WHITE PIZZA, CHEESE, THICK CRUST'","b'White pizza, cheese, thick crust'"
58107212.0,"b'WHITE PIZZA, CHEESE, WITH VEGETABLES, THIN CRUST'","b'White pizza, cheese, with vegetables, thin crust'"
58107214.0,"b'WHITE PIZZA, CHEESE, WITH VEGETABLES, THICK CRUST'","b'White pizza, cheese, with vegetables, thick crust'"
58107222.0,"b'WHITE PIZZA, CHEESE, WITH MEAT, THIN CRUST'","b'White pizza, cheese, with meat, thin crust'"
58107224.0,"b'WHITE PIZZA, CHEESE, WITH MEAT, THICK CRUST'","b'White pizza, cheese, with meat, thick crust'"
58107232.0,"b'WHITE PIZZA, CHEESE, WITH MEAT AND VEGETABLES, THIN CRUST'","b'White pizza, cheese, with meat and vegetables, thin crust'"
58107234.0,"b'WHITE PIZZA, CHEESE, WITH MEAT AND VEGETABLES, THICK CRUST'","b'White pizza, cheese, with meat and vegetables, thick crust'"
58108000.0,"b'CALZONE, WITH CHEESE, MEATLESS'","b'Calzone, with cheese, meatless'"
58108010.0,"b'CALZONE, WITH MEAT AND CHEESE'","b'Calzone, with meat and cheese'"
58108050.0,b'PIZZA ROLLS',b'Pizza rolls'
58109015.0,"b'PIZZA, CHEESE, WHOLE WHEAT THIN CRUST'","b'Pizza, cheese, whole wheat thin crust'"
58109020.0,"b'PIZZA, CHEESE, WHOLE WHEAT THICK CRUST'","b'Pizza, cheese, whole wheat thick crust'"
58109030.0,"b'PIZZA, WITH MEAT, WHOLE WHEAT THIN CRUST'","b'Pizza, with meat, whole wheat thin crust'"
58109040.0,"b'PIZZA, WITH MEAT, WHOLE WHEAT THICK CRUST'","b'Pizza, with meat, whole wheat thick crust'"
58109050.0,"b'PIZZA, CHEESE AND VEGETABLES, WHOLE WHEAT THIN CRUST'","b'Pizza, cheese and vegetables, whole wheat thin crust'"
58109060.0,"b'PIZZA, CHEESE AND VEGETABLES, WHOLE WHEAT THICK CRUST'","b'Pizza, cheese and vegetables, whole wheat thick crust'"
58109100.0,"b'PIZZA, CHEESE, GLUTEN-FREE THIN CRUST'","b'Pizza, cheese, gluten-free thin crust'"
58109110.0,"b'PIZZA, CHEESE, GLUTEN-FREE THICK CRUST'","b'Pizza, cheese, gluten-free thick crust'"
58109120.0,"b'PIZZA, WITH MEAT, GLUTEN-FREE THIN CRUST'","b'Pizza, with meat, gluten-free thin crust'"
58109130.0,"b'PIZZA, WITH MEAT, GLUTEN-FREE THICK CRUST'","b'Pizza, with meat, gluten-free thick crust'"
58109140.0,"b'PIZZA, CHEESE AND VEGETABLES, GLUTEN-FREE THIN CRUST'","b'Pizza, cheese and vegetables, gluten-free thin crust'"
58109150.0,"b'PIZZA, CHEESE AND VEGETABLES, GLUTEN-FREE THICK CRUST'","b'Pizza, cheese and vegetables, gluten-free thick crust'"
58109210.0,b'BREAKFAST PIZZA WITH EGG',b'Breakfast pizza with egg'
58110110.0,"b'EGG ROLL, MEATLESS'","b'Egg roll, meatless'"
58110120.0,"b'EGG ROLL, WITH SHRIMP'","b'Egg roll, with shrimp'"
58110130.0,"b'EGG ROLL, WITH BEEF AND/OR PORK'","b'Egg roll, with beef and/or pork'"
58110170.0,"b'EGG ROLL, WITH CHICKEN OR TURKEY'","b'Egg roll, with chicken or turkey'"
58110200.0,"b'ROLL WITH MEAT AND/OR SHRIMP, VEGETABLES AND RICE PAPER, NOT'","b'Roll with meat and/or shrimp, vegetables and rice paper, not fried'"
58111110.0,"b'WONTON, DUMPLING OR POT STICKER, FRIED'","b'Wonton, dumpling or pot sticker, fried'"
58111120.0,"b'WONTON, DUMPLING OR POT STICKER, FRIED, NO MEAT'","b'Wonton, dumpling or pot sticker, fried, no meat'"
58111200.0,"b'PUFFS, FRIED, CRAB MEAT AND CREAM CHEESE FILLED'","b'Puffs, fried, crab meat and cream cheese filled'"
58112510.0,"b'WONTON, DUMPLING OR POT STICKER, STEAMED'","b'Wonton, dumpling or pot sticker, steamed'"
58116100.0,"b'EMPANADA, NFS'","b'Empanada, NFS'"
58116115.0,"b'EMPANADA, NO MEAT'","b'Empanada, no meat'"
58116117.0,"b'EMPANADA, BEEF'","b'Empanada, beef'"
58116120.0,"b'EMPANADA, BEEF, WITH VEGETABLES'","b'Empanada, beef, with vegetables'"
58116125.0,"b'EMPANADA, CHICKEN'","b'Empanada, chicken'"
58116130.0,"b'EMPANADA, CHICKEN, WITH VEGETABLES'","b'Empanada, chicken, with vegetables'"
58117210.0,"b'CORNMEAL STICK, PUERTO RICAN STYLE'","b'Cornmeal stick, Puerto Rican style'"
58117310.0,"b'KIBBY, PUERTO RICAN STYLE'","b'Kibby, Puerto Rican style'"
58117410.0,b'BACALAITOS FRITOS',b'Bacalaitos fritos'
58117510.0,"b'HAYACAS, PUERTO RICAN STYLE'","b'Hayacas, Puerto Rican style'"
58120110.0,"b'CREPE, WITH MEAT'","b'Crepe, with meat'"
58121610.0,b'PIEROGI',b'Pierogi'
58122210.0,"b'GNOCCHI, CHEESE'","b'Gnocchi, cheese'"
58122220.0,"b'GNOCCHI, POTATO'","b'Gnocchi, potato'"
58122320.0,b'KNISH',b'Knish'
58123110.0,b'BAO BUN',b'Bao bun'
58123120.0,"b'BAO BUN, NO MEAT'","b'Bao bun, no meat'"
58124210.0,"b'PASTRY, CHEESE-FILLED'","b'Pastry, cheese-filled'"
58124220.0,"b'PASTRY, EGG AND CHEESE FILLED'","b'Pastry, egg and cheese filled'"
58124230.0,"b'PASTRY, MEAT / POULTRY-FILLED'","b'Pastry, meat / poultry-filled'"
58124250.0,b'SPANAKOPITA',b'Spanakopita'
58124500.0,b'SAMOSA',b'Samosa'
58125110.0,"b'QUICHE WITH MEAT, POULTRY OR FISH'","b'Quiche with meat, poultry or fish'"
58125120.0,"b'SPINACH QUICHE, MEATLESS'","b'Spinach quiche, meatless'"
58125180.0,"b'CHEESE QUICHE, MEATLESS'","b'Cheese quiche, meatless'"
58126100.0,"b'TURNOVER OR HOT POCKET, NFS'","b'Turnover or hot pocket, NFS'"
58126105.0,"b'TURNOVER OR HOT POCKET, MEATLESS'","b'Turnover or hot pocket, meatless'"
58126125.0,"b'TURNOVER OR HOT POCKET, BEEF'","b'Turnover or hot pocket, beef'"
58126130.0,"b'TURNOVER OR HOT POCKET, HAM'","b'Turnover or hot pocket, ham'"
58126150.0,"b'TURNOVER OR HOT POCKET, PIZZA POCKET, MEAT'","b'Turnover or hot pocket, pizza pocket, meat'"
58126160.0,"b'TURNOVER OR HOT POCKET, PIZZA POCKET'","b'Turnover or hot pocket, pizza pocket'"
58126270.0,"b'TURNOVER OR HOT POCKET, CHICKEN'","b'Turnover or hot pocket, chicken'"
58126275.0,"b'TURNOVER, SEAFOOD'","b'Turnover, seafood'"
58126290.0,b'TURNOVER OR LEAN POCKET',b'Turnover or lean pocket'
58126400.0,"b'TURNOVER OR BREAKFAST POCKET, EGG'","b'Turnover or breakfast pocket, egg'"
58128000.0,b'BISCUIT WITH GRAVY',b'Biscuit with gravy'
58128110.0,b'CHICKEN CORNBREAD',b'Chicken cornbread'
58128120.0,b'CORNMEAL DRESSING WITH CHICKEN OR TURKEY AND VEGETABLES',b'Cornmeal dressing with chicken or turkey and vegetables'
58128210.0,b'DRESSING WITH OYSTERS',b'Dressing with oysters'
58128220.0,b'DRESSING WITH CHICKEN OR TURKEY AND VEGETABLES',b'Dressing with chicken or turkey and vegetables'
58128250.0,b'DRESSING WITH MEAT AND VEGETABLES',b'Dressing with meat and vegetables'
58130011.0,b'LASAGNA WITH MEAT',b'Lasagna with meat'
58130013.0,"b'LASAGNA WITH MEAT, CANNED'","b'Lasagna with meat, canned'"
58130014.0,"b'LASAGNA WITH MEAT, FROM RESTAURANT'","b'Lasagna with meat, from restaurant'"
58130015.0,"b'LASAGNA WITH MEAT, HOME RECIPE'","b'Lasagna with meat, home recipe'"
58130016.0,"b'LASAGNA WITH MEAT, FROZEN'","b'Lasagna with meat, frozen'"
58130020.0,b'LASAGNA WITH MEAT AND SPINACH',b'Lasagna with meat and spinach'
58130140.0,b'LASAGNA WITH CHICKEN OR TURKEY',b'Lasagna with chicken or turkey'
58130150.0,"b'LASAGNA, WITH CHICKEN OR TURKEY, AND SPINACH'","b'Lasagna, with chicken or turkey, and spinach'"
58130310.0,"b'LASAGNA, MEATLESS'","b'Lasagna, meatless'"
58130320.0,"b'LASAGNA, MEATLESS, WITH VEGETABLES'","b'Lasagna, meatless, with vegetables'"
58131100.0,"b'RAVIOLI, NS AS TO FILLING, NO SAUCE'","b'Ravioli, NS as to filling, no sauce'"
58131110.0,"b'RAVIOLI, NS AS TO FILLING, WITH TOMATO SAUCE'","b'Ravioli, NS as to filling, with tomato sauce'"
58131120.0,"b'RAVIOLI, NS AS TO FILLING, WITH CREAM SAUCE'","b'Ravioli, NS as to filling, with cream sauce'"
58131310.0,"b'RAVIOLI, MEAT-FILLED, NO SAUCE'","b'Ravioli, meat-filled, no sauce'"
58131320.0,"b'RAVIOLI, MEAT-FILLED, WITH TOMATO SAUCE OR MEAT SAUCE'","b'Ravioli, meat-filled, with tomato sauce or meat sauce'"
58131323.0,"b'RAVIOLI, MEAT-FILLED, WITH TOMATO SAUCE OR MEAT SAUCE, CANNE'","b'Ravioli, meat-filled, with tomato sauce or meat sauce, canned'"
58131330.0,"b'RAVIOLI, MEAT-FILLED, WITH CREAM SAUCE'","b'Ravioli, meat-filled, with cream sauce'"
58131510.0,"b'RAVIOLI, CHEESE-FILLED, NO SAUCE'","b'Ravioli, cheese-filled, no sauce'"
58131520.0,"b'RAVIOLI, CHEESE-FILLED, WITH TOMATO SAUCE'","b'Ravioli, cheese-filled, with tomato sauce'"
58131523.0,"b'RAVIOLI, CHEESE-FILLED, WITH TOMATO SAUCE, CANNED'","b'Ravioli, cheese-filled, with tomato sauce, canned'"
58131530.0,"b'RAVIOLI, CHEESE-FILLED, WITH MEAT SAUCE'","b'Ravioli, cheese-filled, with meat sauce'"
58131535.0,"b'RAVIOLI, CHEESE-FILLED, WITH CREAM SAUCE'","b'Ravioli, cheese-filled, with cream sauce'"
58131590.0,"b'RAVIOLI, CHEESE AND SPINACH-FILLED, NO SAUCE'","b'Ravioli, cheese and spinach-filled, no sauce'"
58131600.0,"b'RAVIOLI, CHEESE AND SPINACH-FILLED, WITH CREAM SAUCE'","b'Ravioli, cheese and spinach-filled, with cream sauce'"
58131610.0,"b'RAVIOLI, CHEESE AND SPINACH FILLED, WITH TOMATO SAUCE'","b'Ravioli, cheese and spinach filled, with tomato sauce'"
58133110.0,"b'MANICOTTI, CHEESE-FILLED, NO SAUCE'","b'Manicotti, cheese-filled, no sauce'"
58133120.0,"b'MANICOTTI, CHEESE-FILLED, WITH TOMATO SAUCE, MEATLESS'","b'Manicotti, cheese-filled, with tomato sauce, meatless'"
58133130.0,"b'MANICOTTI, CHEESE-FILLED, WITH MEAT SAUCE'","b'Manicotti, cheese-filled, with meat sauce'"
58133140.0,"b'MANICOTTI, VEGETABLE- AND CHEESE-FILLED, WITH TOMATO SAUCE,'","b'Manicotti, vegetable- and cheese-filled, with tomato sauce, meatless'"
58134110.0,"b'STUFFED SHELLS, CHEESE-FILLED, NO SAUCE'","b'Stuffed shells, cheese-filled, no sauce'"
58134120.0,"b'STUFFED SHELLS, CHEESE-FILLED, WITH TOMATO SAUCE, MEATLESS'","b'Stuffed shells, cheese-filled, with tomato sauce, meatless'"
58134130.0,"b'STUFFED SHELLS, CHEESE-FILLED, WITH MEAT SAUCE'","b'Stuffed shells, cheese-filled, with meat sauce'"
58134160.0,"b'STUFFED SHELLS, CHEESE- AND SPINACH- FILLED, NO SAUCE'","b'Stuffed shells, cheese- and spinach- filled, no sauce'"
58134210.0,"b'STUFFED SHELLS, WITH CHICKEN, WITH TOMATO SAUCE'","b'Stuffed shells, with chicken, with tomato sauce'"
58134310.0,"b'STUFFED SHELLS, WITH FISH AND/OR SHELLFISH, WITH TOMATO SAUC'","b'Stuffed shells, with fish and/or shellfish, with tomato sauce'"
58134610.0,"b'TORTELLINI, MEAT-FILLED, WITH TOMATO SAUCE'","b'Tortellini, meat-filled, with tomato sauce'"
58134613.0,"b'TORTELLINI, MEAT-FILLED, WITH TOMATO SAUCE, CANNED'","b'Tortellini, meat-filled, with tomato sauce, canned'"
58134620.0,"b'TORTELLINI, CHEESE-FILLED, MEATLESS, WITH TOMATO SAUCE'","b'Tortellini, cheese-filled, meatless, with tomato sauce'"
58134623.0,"b'TORTELLINI, CHEESE-FILLED, MEATLESS, WITH TOMATO SAUCE, CANN'","b'Tortellini, cheese-filled, meatless, with tomato sauce, canned'"
58134640.0,"b'TORTELLINI, CHEESE-FILLED, MEATLESS, WITH VINAIGRETTE DRESSI'","b'Tortellini, cheese-filled, meatless, with vinaigrette dressing'"
58134650.0,"b'TORTELLINI, MEAT-FILLED, NO SAUCE'","b'Tortellini, meat-filled, no sauce'"
58134660.0,"b'TORTELLINI, CHEESE-FILLED, WITH CREAM SAUCE'","b'Tortellini, cheese-filled, with cream sauce'"
58134680.0,"b'TORTELLINI, CHEESE-FILLED, NO SAUCE'","b'Tortellini, cheese-filled, no sauce'"
58134710.0,"b'TORTELLINI, SPINACH-FILLED, WITH TOMATO SAUCE'","b'Tortellini, spinach-filled, with tomato sauce'"
58134720.0,"b'TORTELLINI, SPINACH-FILLED, NO SAUCE'","b'Tortellini, spinach-filled, no sauce'"
58134810.0,"b'CANNELLONI, CHEESE- AND SPINACH-FILLED, NO SAUCE'","b'Cannelloni, cheese- and spinach-filled, no sauce'"
58135110.0,b'CHOW FUN NOODLES WITH MEAT AND VEGETABLES',b'Chow fun noodles with meat and vegetables'
58135120.0,"b'CHOW FUN NOODLES WITH VEGETABLES, MEATLESS'","b'Chow fun noodles with vegetables, meatless'"
58136110.0,"b'LO MEIN, NFS'","b'Lo mein, NFS'"
58136120.0,"b'LO MEIN, MEATLESS'","b'Lo mein, meatless'"
58136130.0,"b'LO MEIN, WITH SHRIMP'","b'Lo mein, with shrimp'"
58136140.0,"b'LO MEIN, WITH PORK'","b'Lo mein, with pork'"
58136150.0,"b'LO MEIN, WITH BEEF'","b'Lo mein, with beef'"
58136160.0,"b'LO MEIN, WITH CHICKEN'","b'Lo mein, with chicken'"
58137210.0,"b'PAD THAI, NFS'","b'Pad Thai, NFS'"
58137220.0,"b'PAD THAI, MEATLESS'","b'Pad Thai, meatless'"
58137230.0,b'PAD THAI WITH CHICKEN',b'Pad Thai with chicken'
58137240.0,b'PAD THAI WITH SEAFOOD',b'Pad Thai with seafood'
58137250.0,b'PAD THAI WITH MEAT',b'Pad Thai with meat'
58137300.0,"b'ADOBO, WITH NOODLES'","b'Adobo, with noodles'"
58140310.0,"b'MACARONI WITH TUNA, PUERTO RICAN STYLE'","b'Macaroni with tuna, Puerto Rican style'"
58145110.0,b'MACARONI OR NOODLES WITH CHEESE',b'Macaroni or noodles with cheese'
58145111.0,"b'MACARONI OR NOODLES WITH CHEESE, FROM RESTAURANT'","b'Macaroni or noodles with cheese, from restaurant'"
58145112.0,"b'MACARONI OR NOODLES WITH CHEESE, MADE FROM PACKAGED MIX'","b'Macaroni or noodles with cheese, made from packaged mix'"
58145113.0,"b'MACARONI OR NOODLES WITH CHEESE, CANNED'","b'Macaroni or noodles with cheese, canned'"
58145117.0,"b'MACARONI OR NOODLES WITH CHEESE, EASY MAC TYPE'","b'Macaroni or noodles with cheese, Easy Mac type'"
58145119.0,"b'MACARONI OR NOODLES WITH CHEESE, MADE FROM REDUCED FAT PACKA'","b'Macaroni or noodles with cheese, made from reduced fat packaged mix'"
